country_code,code,label_fr
BE,Nace2008-77120,"Location et location-bail de camions et d'autres véhicules automobiles lourds (> 3,5 ton)"
BE,Nace2008-7712001,"Location et location-bail de matériels de transp. terrestre, sans chauffeur, à l'excl. de voit. particulières et de véhicules utilit. légers: véhicules de chem.de fer, camions, tract. de halage, etc."
BE,Nace2008-772,Location et location-bail de biens personnels et domestiques
BE,Nace2008-7721,Location et location-bail d'articles de loisirs et de sport
BE,Nace2008-77210,Location et location-bail d'articles de loisirs et de sport
BE,Nace2008-7721001,Location d'articles de sport et de camping
BE,Nace2008-7721002,Location de bicyclettes
BE,Nace2008-7721003,Location d'embarcations de plaisance
BE,Nace2008-7722,Location de vidéocassettes et de disques vidéo
BE,Nace2008-77220,Location de vidéocassettes et de disques vidéo
BE,Nace2008-7722001,Location de vidéocassettes et bandes-vidéo
BE,Nace2008-7722002,"Location de disques, de disques compacts, etc."
BE,Nace2008-7729,Location et location-bail d'autres biens personnels et domestiques
BE,Nace2008-77291,"Location et location-bail de machines-outils, de matériel et d'outils à main pour le bricolage"
BE,Nace2008-7729101,Location de machines-outils et de matériel de bricolage
BE,Nace2008-7729102,Location de tondeuses à gazon
BE,Nace2008-77292,Location et location-bail de téléviseurs et d'autres appareils audiovisuels
BE,Nace2008-7729201,Location de téléviseurs et d'autres appareils audio-visuels
BE,Nace2008-77293,"Location et location-bail de vaisselle, couverts, verrerie, articles pour la cuisine, appareils électriques et électroménagers"
BE,Nace2008-7729301,"Location de vaisselle, couverts, verrerie, appareils électroménagers, etc."
BE,Nace2008-77294,"Location et location-bail de textiles, d'habillement, de bijoux et de chaussures"
BE,Nace2008-7729401,"Location de textiles, d'habillement et de chaussures"
BE,Nace2008-7729402,"Location de costumes de scène, de vêtements de carnaval, de vêtements de cérémonie, de bijoux, etc."
BE,Nace2008-77295,Location et location-bail de matériel médical et paramédical
BE,Nace2008-7729501,Location de matériel médical et paramédical
BE,Nace2008-77296,Location et location-bail de fleurs et de plantes
BE,Nace2008-7729601,Location de fleurs et plantes
BE,Nace2008-77299,Location et location-bail d'autres biens personnels et domestiques n.c.a.
BE,Nace2008-7729901,Location de décors
BE,Nace2008-7729902,Location de livres et périodiques
BE,Nace2008-7729903,Location d'instruments de musique
BE,Nace2008-7729904,"Location d'autres biens personnels et domestiques, n.d.a."
BE,Nace2008-773,"Location et location-bail d'autres machines, équipements et biens"
BE,Nace2008-7731,Location et location-bail de machines et d'équipements agricoles
BE,Nace2008-77310,Location et location-bail de machines et d'équipements agricoles
BE,Nace2008-7731001,Location de tracteurs agricoles et de motoculteurs
BE,Nace2008-7731002,"Location de machines et équipements pour l'agriculture, l'élevage et l'exploitation forestière, sans opérateur (= la location des produits fabriqués dans le groupe 29.3)"
BE,Nace2008-7732,Location et location-bail de machines et d'équipements pour la construction
BE,Nace2008-77320,Location et location-bail de machines et d'équipements pour la construction
BE,Nace2008-7732001,"Location et location-bail de machines et équipements pour le bâtiment et le génie-civil, sans opérateur (grues, bouteurs, bétonnières, etc.)"
BE,Nace2008-7732002,"Location d'échafaudages et de plates-formes de travail, sans montage ni démontage"
BE,Nace2008-7733,Location et location-bail de machines de bureau et de matériel informatique
BE,Nace2008-77330,Location et location-bail de machines de bureau et de matériel informatique
BE,Nace2008-7733001,"Location et location-bail de machines et équipements de bureau, sans opérateur: ordinateurs, machines et matériels informatiques, duplicateurs, photocop., machines à écr. et de traitem. de texte, etc."
BE,Nace2008-7733002,"Location, ou la redevance d'utilisation, de logiciels"
BE,Nace2008-7734,Location et location-bail de matériels de transport par eau
BE,Nace2008-77340,Location et location-bail de matériels de transport par eau
BE,Nace2008-7734001,"Location et location-bail de matériels de transport maritime et fluvial tels que bateaux, cargos et navires de transport, sans équipage"
BE,Nace2008-7735,Location et location-bail de matériels de transport aérien
BE,Nace2008-77350,Location et location-bail de matériels de transport aérien
BE,Nace2008-7735001,"Location et location-bail de matériels de transport aérien, sans pilote"
BE,Nace2008-7739,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a."
BE,Nace2008-77391,"Location et location-bail de machines à sous, de machines de jeux et de machines automatiques de vente de produits"
BE,Nace2008-7739101,"Location et location-bail de machines à sous et jeux, électroniques ou non, pour cafés, casinos, etc."
BE,Nace2008-77392,Location et location-bail de tentes
BE,Nace2008-7739201,"Location et location-bail de chapiteaux pour expositions, fêtes d'entreprises, concerts, etc., sans opérateur"
BE,Nace2008-77393,Location et location-bail de caravanes et de motorhomes
BE,Nace2008-77394,"Location et location-bail de conteneurs à usage d'habitation, de bureau et similaires"
BE,Nace2008-77399,"Location et location-bail d'autres machines, équipements et biens matériels"
BE,Nace2008-7739901,"Location et location-bail de moteurs et turbines, compresseurs, machines-outils, sans opérateur"
BE,Nace2008-7739902,"Location et location-bail de matériels de radiodiffusion, de télévision et de communication, sans opérateur"
BE,Nace2008-7739903,"Location et location-bail de matériels de mesure et de contrôle, sans opérateur"
BE,Nace2008-7739904,"Location et location-bail d'autres machines et matériels à usage scientifique, commercial et industriel, y compris les machines automatiques de vente de produits, sans opérateur"
BE,Nace2008-774,"Location-bail de propriété intellectuelle et de produits similaires, à l'exception des oeuvres soumises au droit d'auteur"
BE,Nace2008-7740,"Location-bail de propriété intellectuelle et de produits similaires, à l'exception des oeuvres soumises au droit d'auteur"
BE,Nace2008-77400,"Location-bail de propriété intellectuelle et de produits similaires, à l'exception des oeuvres soumises au droit d'auteur"
BE,Nace2008-78,Activités liées à l'emploi
BE,Nace2008-781,Activités des agences de placement de main-d'oeuvre
BE,Nace2008-7810,Activités des agences de placement de main-d'oeuvre
BE,Nace2008-78100,Activités des agences de placement de main-d'oeuvre
BE,Nace2008-7810001,"Recherche, sélection, orientation et placement de personnel à l'intention de l'employeur ou du demandeur d'emploi: formulation des descriptions de postes; sélection et examen des cand.; vérif. réf."
BE,Nace2008-7810002,"Activités de recherche et de placement de cadres (""chasseurs de têtes"")"
BE,Nace2008-7810003,"Placement, pour compte des entreprises, de personnel ayant perdu son travail par suite d'une réorganisation (outplacement)"
BE,Nace2008-7810004,"Services publics pour l'emploi, y compris éventuellement leurs activités de formation professionnelle (Office communautaire et régional de la formation professionnelle et de l'emploi, ORBEM, etc.)"
BE,Nace2008-7810011,"Agences de mannequins, hôtesses et similaires"
BE,Nace2008-7810021,"Engagement et placement d'acteurs pour les films cinématographiques, les émissions de télévision et les pièces de théâtre"
BE,Nace2008-782,Activités des agences de travail temporaire
BE,Nace2008-7820,Activités des agences de travail temporaire
BE,Nace2008-78200,Activités des agences de travail temporaire
BE,Nace2008-783,Autre mise à disposition de ressources humaines
BE,Nace2008-7830,Autre mise à disposition de ressources humaines
BE,Nace2008-78300,Autre mise à disposition de ressources humaines
BE,Nace2008-79,"Activités des agences de voyage, voyagistes, services de réservation et activités connexes"
BE,Nace2008-791,Activités des agences de voyage et des voyagistes
BE,Nace2008-7911,Activités des agences de voyage
BE,Nace2008-79110,Activités des agences de voyage
BE,Nace2008-7911001,Fourniture d'informations et de conseils en matière de voyages
BE,Nace2008-7911002,"Organisation de voyages et d'excursions de courte durée, l'organisation de voyages personnalisés, de l'hébergement et du transport des voyageurs et des touristes"
BE,Nace2008-7911003,Vente sur base de brochures et de catalogues de voyages organisés par les tour operators
BE,Nace2008-7911004,Vente de billets d'entrée
BE,Nace2008-7912,Activités des voyagistes
BE,Nace2008-79120,Activités des voyagistes
BE,Nace2008-7912001,"Organisateurs de voyages qui, en général, présentent une large gamme de voyages.  Leurs clients peuvent choisir parmi plusieurs formules et destinations à l'aide de brochures et de catalogues"
BE,Nace2008-7912002,Organisateurs spécialisés dans une formule de vacances déterminée pour laquelle ils offrent des destinations diverses
BE,Nace2008-799,Autres services de réservation et activités connexes
BE,Nace2008-7990,Autres services de réservation et activités connexes
BE,Nace2008-79901,Services d'information touristique
BE,Nace2008-7990101,"Guides, services d'information touristique et similaires"
BE,Nace2008-79909,Autres services de réservation
BE,Nace2008-7990901,Exploitation d'agences de vente de billets et de réservations de places
BE,Nace2008-80,Enquêtes et sécurité
BE,Nace2008-801,Activités de sécurité privée
BE,Nace2008-8010,Activités de sécurité privée
BE,Nace2008-80100,Activités de sécurité privée
BE,Nace2008-8010001,"Activités de surveillance, de garde et autres activités de protection des personnes ou des biens: gardes du corps, patrouilles urbaines, surveillance d'habitations, bureaux, usines, chantiers, etc."
BE,Nace2008-8010002,Transport de fonds et d'objets précieux
BE,Nace2008-8010003,Dressage des chiens de garde
BE,Nace2008-802,Activités liées aux systèmes de sécurité
BE,Nace2008-8020,Activités liées aux systèmes de sécurité
BE,Nace2008-80200,Activités liées aux systèmes de sécurité
BE,Nace2008-803,Activités d'enquête
BE,Nace2008-8030,Activités d'enquête
BE,Nace2008-80300,Activités d'enquête
BE,Nace2008-8030001,Activités d'enquête
BE,Nace2008-8030002,Activités des détectives privés
BE,Nace2008-81,Services relatifs aux bâtiments; aménagement paysager
BE,Nace2008-811,Activités combinées de soutien lié aux bâtiments
BE,Nace2008-8110,Activités combinées de soutien lié aux bâtiments
BE,Nace2008-81100,Activités combinées de soutien lié aux bâtiments
BE,Nace2008-812,Activités de nettoyage
BE,Nace2008-8121,Nettoyage courant des bâtiments
BE,Nace2008-81210,Nettoyage courant des bâtiments
BE,Nace2008-8122,Autres activités de nettoyage des bâtiments; nettoyage industriel
BE,Nace2008-81220,Autres activités de nettoyage des bâtiments; nettoyage industriel
BE,Nace2008-8122001,"Nettoyage intérieur de bâtiments de tous types : bureaux, usines, ateliers, locaux d'institutions et autres locaux à usage commercial ou professionnel, immeubles à appartement, etc."
BE,Nace2008-8122002,Nettoyage des vitres
BE,Nace2008-8122003,"Ramonage des cheminées et le nettoyage des âtres, des fourneaux, des incinérateurs des chaudières, des gaines de ventilation et des dispositifs d'évacuation de fumées"
BE,Nace2008-8129,Autres activités de nettoyage
BE,Nace2008-81290,Autres activités de nettoyage
BE,Nace2008-8129001,"Activités de désinfection et de destruction des parasites dans les bâtiments, les navires, les trains, etc."
BE,Nace2008-8129002,"Nettoyage des trains, des autobus, des avions, des navires, etc., y compris les navires pétroliers"
BE,Nace2008-813,Services d'aménagement paysager
BE,Nace2008-8130,Services d'aménagement paysager
BE,Nace2008-81300,Services d'aménagement paysager
BE,Nace2008-8130001,Elagage des arbres et des haies
BE,Nace2008-8130002,"Création et entretien de jardins, de parcs et d'espaces verts pour installations sportives"
BE,Nace2008-82,Services administratifs de bureau et autres activités de soutien aux entreprises
BE,Nace2008-821,Services administratifs et de soutien de bureau
BE,Nace2008-8211,Services administratifs combinés de bureau
BE,Nace2008-82110,Services administratifs combinés de bureau
BE,Nace2008-8219,"Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau"
BE,Nace2008-82190,"Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau"
BE,Nace2008-8219001,"Location de boîtes postales, le service de poste restante, etc."
BE,Nace2008-822,Activités des centres d'appels
BE,Nace2008-8220,Activités des centres d'appels
BE,Nace2008-82200,Activités des centres d'appels
BE,Nace2008-823,Organisation de salons professionnels et de congrès
BE,Nace2008-8230,Organisation de salons professionnels et de congrès
BE,Nace2008-82300,Organisation de salons professionnels et de congrès
BE,Nace2008-829,Activités de soutien aux entreprises n.c.a.
BE,Nace2008-8291,Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle
BE,Nace2008-82910,Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle
BE,Nace2008-8292,Activités de conditionnement
BE,Nace2008-82920,Activités de conditionnement
BE,Nace2008-8292001,"Activités de conditionnement (automatique ou non) pour des tiers de produits divers: remplissage d'atomiseurs; embouteillage, remplissage de boîtes de boissons; emballage de denrées aliment., etc."
BE,Nace2008-8292002,"Etiquetage, estampillage et scellage"
BE,Nace2008-8292003,Emballage de colis et de paquets-cadeaux
BE,Nace2008-8299,Autres activités de soutien aux entreprises n.c.a.
BE,Nace2008-82990,Autres activités de soutien aux entreprises n.c.a.
BE,Nace2008-84,Administration publique et défense; sécurité sociale obligatoire
BE,Nace2008-841,"Administration générale, économique et sociale"
BE,Nace2008-8411,Administration publique générale
BE,Nace2008-84111,Administration publique fédérale
BE,Nace2008-84112,Administration publique communautaire et régionale
BE,Nace2008-84113,Administration publique provinciale
BE,Nace2008-84114,"Administration publique communale, sauf Centres Publics d'Action Sociale (C.P.A.S.)"
BE,Nace2008-84115,Centres Publics d'Action Sociale (C.P.A.S.)
BE,Nace2008-84119,Autre administration publique générale
BE,Nace2008-8412,"Administration publique (tutelle) de la santé, de la formation, de la culture et des autres services sociaux, à l'exclusion de la sécurité sociale"
BE,Nace2008-84120,"Administration publique (tutelle) de la santé, de la formation, de la culture et des autres services sociaux, à l'exclusion de la sécurité sociale"
BE,Nace2008-8413,Administration publique (tutelle) des activités économiques
BE,Nace2008-84130,Administration publique (tutelle) des activités économiques
BE,Nace2008-842,Services de prérogative publique
BE,Nace2008-8421,Affaires étrangères
BE,Nace2008-84210,Affaires étrangères
BE,Nace2008-8422,Défense
BE,Nace2008-84220,Défense
BE,Nace2008-8423,Justice
BE,Nace2008-84231,Tribunaux
BE,Nace2008-84232,Etablissements pénitentiaires
BE,Nace2008-84239,Autres activités relatives à la justice
BE,Nace2008-8424,Activités d'ordre public et de sécurité civile
BE,Nace2008-84241,Police fédérale
BE,Nace2008-84242,Police locale
BE,Nace2008-84249,Autres activités d'ordre public et de sécurité civile
BE,Nace2008-8425,Services du feu
BE,Nace2008-84250,Services du feu
BE,Nace2008-843,Sécurité sociale obligatoire
BE,Nace2008-8430,Sécurité sociale obligatoire
BE,Nace2008-84301,"Sécurité sociale obligatoire, à l'exclusion des mutuelles"
BE,Nace2008-84302,Mutuelles et caisses d'assurance soins
BE,Nace2008-84309,Autres organismes de sécurité sociale
BE,Nace2008-85,Enseignement
BE,Nace2008-851,Enseignement maternel
BE,Nace2008-8510,Enseignement maternel
BE,Nace2008-85101,Enseignement maternel ordinaire communautaire
BE,Nace2008-85102,Enseignement maternel ordinaire provincial subventionné
BE,Nace2008-85103,Enseignement maternel ordinaire communal subventionné
BE,Nace2008-85104,Enseignement maternel ordinaire libre subventionné
BE,Nace2008-85105,Enseignement maternel spécialisé organisé par les pouvoirs publics
BE,Nace2008-85106,Enseignement maternel spécialisé libre subventionné
BE,Nace2008-85109,Enseignement maternel n.c.a.
BE,Nace2008-852,Enseignement primaire
BE,Nace2008-8520,Enseignement primaire
BE,Nace2008-85201,Enseignement primaire ordinaire communautaire
BE,Nace2008-85202,Enseignement primaire ordinaire provincial subventionné
BE,Nace2008-85203,Enseignement primaire ordinaire communal subventionné
BE,Nace2008-85204,Enseignement primaire ordinaire libre subventionné
BE,Nace2008-85205,Enseignement primaire spécialisé organisé par les pouvoirs publics
BE,Nace2008-85206,Enseignement primaire spécialisé libre subventionné
BE,Nace2008-85207,Alphabétisation des adultes
BE,Nace2008-85209,Enseignement primaire ordinaire n.c.a.
BE,Nace2008-853,Enseignement secondaire
BE,Nace2008-8531,Enseignement secondaire général
BE,Nace2008-85311,Enseignement secondaire général ordinaire communautaire
BE,Nace2008-85312,Enseignement secondaire général ordinaire provincial subventionné
BE,Nace2008-85313,Enseignement secondaire général ordinaire communal subventionné
BE,Nace2008-85314,Enseignement secondaire général ordinaire libre subventionné
BE,Nace2008-85319,Enseignement secondaire ordinaire général n.c.a.
BE,Nace2008-8532,"Enseignement secondaire technique, professionnel et spécialisé"
BE,Nace2008-85321,Enseignement secondaire technique et professionnel ordinaire communautaire
BE,Nace2008-85322,Enseignement secondaire technique et professionnel ordinaire provincial subventionné
BE,Nace2008-85323,Enseignement secondaire technique et professionnel ordinaire communal subventionné
BE,Nace2008-85324,Enseignement secondaire technique et professionnel ordinaire libre subventionné
BE,Nace2008-85325,Enseignement secondaire spécialisé organisé par les pouvoirs publics
BE,Nace2008-85326,Enseignement secondaire spécialisé libre subventionné
BE,Nace2008-85329,"Enseignement secondaire technique, professionnel et spécialisé n.c.a."
BE,Nace2008-8532901,Activités des écoles de pilotage pour pilotes de ligne
BE,Nace2008-854,Enseignement supérieur et post-secondaire non supérieur
BE,Nace2008-8541,Enseignement post-secondaire non supérieur
BE,Nace2008-85410,Enseignement post-secondaire non supérieur
BE,Nace2008-8542,Enseignement supérieur
BE,Nace2008-85421,Enseignement supérieur organisé par les pouvoirs publics
BE,Nace2008-85422,Enseignement supérieur libre subventionné
BE,Nace2008-85429,Enseignement supérieur n.c.a.
BE,Nace2008-855,Autres activités d'enseignement
BE,Nace2008-8551,Enseignement de disciplines sportives et d'activités de loisirs
BE,Nace2008-85510,Enseignement de disciplines sportives et d'activités de loisirs
BE,Nace2008-8552,Enseignement culturel
BE,Nace2008-85520,Enseignement culturel
BE,Nace2008-8552001,Exploitation d'écoles de danse et les activités des professeurs de danse
BE,Nace2008-8553,Enseignement de la conduite
BE,Nace2008-85531,Enseignement de la conduite de véhicules à moteurs
BE,Nace2008-8553101,Auto-écoles
BE,Nace2008-8553102,Moto-écoles
BE,Nace2008-85532,Enseignement de la conduite d'aéronefs et de bateaux
BE,Nace2008-8553201,Préparation au certificat de pilotage d'avions de tourisme
BE,Nace2008-8553202,Formation aux permis bateaux à voiles et bateaux de plaisance
BE,Nace2008-8559,Enseignements divers
BE,Nace2008-85591,Enseignement de promotion sociale
BE,Nace2008-85592,Formation professionnelle
BE,Nace2008-85593,Formation socio-culturelle
BE,Nace2008-85599,Autres formes d'enseignement
BE,Nace2008-856,Activités de soutien à l'enseignement
BE,Nace2008-8560,Activités de soutien à l'enseignement
BE,Nace2008-85601,Activités des Centres Psycho-Médico-Sociaux (P.M.S.)
BE,Nace2008-85609,Autres services de soutien à l'enseignement
BE,Nace2008-86,Activités pour la santé humaine
BE,Nace2008-861,Activités hospitalières
BE,Nace2008-8610,Activités hospitalières
BE,Nace2008-86101,"Activités des hôpitaux généraux, sauf hôpitaux gériatriques et spécialisés"
BE,Nace2008-86102,Activités des hôpitaux gériatriques
BE,Nace2008-86103,Activités des hôpitaux spécialisés
BE,Nace2008-86104,Activités des hôpitaux psychiatriques
BE,Nace2008-86109,Autres activités hospitalières
BE,Nace2008-862,Activités des médecins et des dentistes
BE,Nace2008-8621,Activités des médecins généralistes
BE,Nace2008-86210,Activités des médecins généralistes
BE,Nace2008-8622,Activités des médecins spécialistes
BE,Nace2008-86220,Activités des médecins spécialistes
BE,Nace2008-8623,Pratique dentaire
BE,Nace2008-86230,Pratique dentaire
BE,Nace2008-869,Autres activités pour la santé humaine
BE,Nace2008-8690,Autres activités pour la santé humaine
BE,Nace2008-86901,Activités des laboratoires médicaux
BE,Nace2008-86902,"Activités des centres de collecte de sang, des banques de sang et d'organes"
BE,Nace2008-86903,Transport par ambulance
BE,Nace2008-86904,"Activités relatives à la santé mentale, sauf hôpitaux et maisons de soins psychiatriques"
BE,Nace2008-86905,Activités de revalidation ambulatoire
BE,Nace2008-8690501,Activités de kinésithérapie
BE,Nace2008-8690502,Activités de logopédie
BE,Nace2008-8690503,Activités d'ergothérapie
BE,Nace2008-8690504,Activités d'orthoptie
BE,Nace2008-8690505,Activités de podologie
BE,Nace2008-8690506,Activités de pédicure (soins principalement médicaux)
BE,Nace2008-8690507,Centres autonomes extra hospitaliers et ambulatoires de réadaptation fonctionnelle
BE,Nace2008-86906,Activités des praticiens de l'art infirmier
BE,Nace2008-86907,Activités des sages-femmes
BE,Nace2008-86909,Autres activités pour la santé humaine n.c.a.
BE,Nace2008-8690901,Activités des diététicien(ne)s
BE,Nace2008-87,Activités médico-sociales et sociales avec hébergement
BE,Nace2008-871,Activités de soins infirmiers résidentiels
BE,Nace2008-8710,Activités de soins infirmiers résidentiels
BE,Nace2008-87101,Activités des maisons de repos et de soins (M.R.S.)
BE,Nace2008-87109,Autres activités de soins infirmiers résidentiels
BE,Nace2008-872,"Activités de soins résidentiels pour personnes avec un handicap mental, un problème psychiatrique ou toxicodépendantes"
BE,Nace2008-8720,"Activités de soins résidentiels pour personnes avec un handicap mental, un problème psychiatrique ou toxicodépendantes"
BE,Nace2008-87201,Activités de soins résidentiels pour mineurs avec un handicap mental
BE,Nace2008-87202,Activités de soins résidentiels pour adultes avec un handicap mental
BE,Nace2008-87203,Activités de soins résidentiels pour personnes avec un problème psychiatrique
BE,Nace2008-87204,Activités de soins résidentiels pour personnes toxicodépendantes
BE,Nace2008-87205,Activités des habitations protégées pour personnes avec un problème psychiatrique
BE,Nace2008-87209,"Autres activités de soins résidentiels pour personnes avec un handicap mental, un problème psychiatrique ou toxicodépendantes"
BE,Nace2008-873,Activités de soins résidentiels pour personnes âgées ou avec un handicap moteur
BE,Nace2008-8730,Activités de soins résidentiels pour personnes âgées ou avec un handicap moteur
BE,Nace2008-87301,Activités des maisons de repos pour personnes âgées (M.R.P.A.)
BE,Nace2008-87302,Activités des résidences services pour personnes âgées
BE,Nace2008-87303,Activités de soins résidentiels pour mineurs avec un handicap moteur
BE,Nace2008-87304,Activités de soins résidentiels pour adultes avec un handicap moteur
BE,Nace2008-87309,Autres activités de soins résidentiels pour personnes âgées ou avec un handicap moteur
BE,Nace2008-879,Autres activités sociales avec hébergement
BE,Nace2008-8790,Autres activités sociales avec hébergement
BE,Nace2008-87901,Services d'aide à la jeunesse avec hébergement
BE,Nace2008-87902,Services sociaux généraux avec hébergement
BE,Nace2008-87909,Autres activités de soins résidentiels n.c.a.
BE,Nace2008-88,Action sociale sans hébergement
BE,Nace2008-881,Action sociale sans hébergement pour personnes âgées et pour personnes avec un handicap moteur
BE,Nace2008-8810,Action sociale sans hébergement pour personnes âgées et pour personnes avec un handicap moteur
BE,Nace2008-88101,"Activités des aides familiales à domicile, sauf soins à domicile"
BE,Nace2008-88102,Activités des centres de jour et de services pour personnes âgées
BE,Nace2008-88103,"Activités des centres de jour pour mineurs avec un handicap moteur, y compris les services ambulatoires"
BE,Nace2008-88104,"Activités des centres de jour pour adultes avec un handicap moteur, y compris les services ambulatoires"
BE,Nace2008-88109,Autre action sociale sans hébergement pour personnes âgées et pour personnes avec un handicap moteur
BE,Nace2008-889,Autre action sociale sans hébergement
BE,Nace2008-8891,Action sociale sans hébergement pour jeunes enfants
BE,Nace2008-88911,Activités des crèches et des garderies d'enfants
BE,Nace2008-8891101,Crèches et garderies d'enfants
BE,Nace2008-88912,Activités des gardiennes d'enfants
BE,Nace2008-88919,Autre action sociale sans hébergement pour jeunes enfants
BE,Nace2008-8899,Autre action sociale sans hébergement n.c.a.
BE,Nace2008-88991,"Activités des centres de jour pour mineurs avec un handicap mental, y compris les services ambulatoires"
BE,Nace2008-88992,"Activités des centres de jour pour adultes avec un handicap mental, y compris les services ambulatoires"
BE,Nace2008-88993,Action sociale ambulatoire pour personnes toxicodépendantes
BE,Nace2008-88994,Services d'aide à la jeunesse sans hébergement
BE,Nace2008-88995,Activités des entreprises de travail adapté
BE,Nace2008-88996,Services sociaux généraux sans hébergement
BE,Nace2008-88999,Autres formes d'action sociale sans hébergement n.c.a.
BE,Nace2008-90,"Activités créatives, artistiques et de spectacle"
BE,Nace2008-900,"Activités créatives, artistiques et de spectacle"
BE,Nace2008-9001,Arts du spectacle vivant
BE,Nace2008-90011,Réalisation de spectacles par des artistes indépendants
BE,Nace2008-90012,Réalisation de spectacles par des ensembles artistiques
BE,Nace2008-9002,Activités de soutien au spectacle vivant
BE,Nace2008-90021,Promotion et organisation de spectacles vivants
BE,Nace2008-90022,Conception et réalisation de décors
BE,Nace2008-90023,"Services spécialisés du son, de l'image et de l'éclairage"
BE,Nace2008-90029,Autres activités de soutien au spectacle vivant
BE,Nace2008-9003,Création artistique
BE,Nace2008-90031,"Création artistique, sauf activités de soutien"
BE,Nace2008-90032,Activités de soutien à la création artistique
BE,Nace2008-9004,Gestion de salles de spectacles
BE,Nace2008-90041,"Gestion de salles de théâtre, de concerts et similaires"
BE,Nace2008-9004101,"Exploitation de salles de concert, de théâtre,music-halls, cabarets et autres salles de spectacles"
BE,Nace2008-9004102,Exploitation de studios d'enregistrements sonores pour compte de tiers
BE,Nace2008-90042,Gestion de centres culturels et de salles multifonctionnelles à vocation culturelle
BE,Nace2008-9004201,Gestion et exploitation de centres culturels
BE,Nace2008-9004202,"Gestion et exploitation de centres polyvalents, principalement destinés à des activités dans le domaine de l'art dramatique et de la musique"
BE,Nace2008-91,"Bibliothèques, archives, musées et autres activités culturelles"
BE,Nace2008-910,"Bibliothèques, archives, musées et autres activités culturelles"
BE,Nace2008-9101,Gestion des bibliothèques et des archives
BE,Nace2008-91011,"Gestion des bibliothèques, des médiathèques et des ludothèques"
BE,Nace2008-9101101,Recherche et gestion de collections d'ouvrages spécialisés ou non
BE,Nace2008-9101102,Etablissement de catalogues
BE,Nace2008-9101103,"Prêt à stockage de livres, de cartes, de périodiques, de films, de disques, de bandes magnétiques, d'oeuvres d'art, etc."
BE,Nace2008-9101104,Activités de recherche visant à répondre aux demandes d'information
BE,Nace2008-91012,Gestion des archives publiques
BE,Nace2008-9101201,Tenue des archives historiques
BE,Nace2008-9102,Gestion des musées
BE,Nace2008-91020,Gestion des musées
BE,Nace2008-9102001,"Gestion des musées, y compris les musées en plein air: musées d'art, d'orfèvrerie, de meubles, de costumes, de céramiques, d'argenterie, etc.; musées d'histoire naturelle, des sc. et techniques, etc."
BE,Nace2008-9103,Gestion des sites et monuments historiques et des attractions touristiques similaires
BE,Nace2008-91030,Gestion des sites et monuments historiques et des attractions touristiques similaires
BE,Nace2008-9103001,Préservation de sites (y compris les fouilles) et de bâtiments historiques
BE,Nace2008-9103002,Conservation de monuments historiques
BE,Nace2008-9104,Gestion des jardins botaniques et zoologiques et des réserves naturelles
BE,Nace2008-91041,Gestion des jardins botaniques et zoologiques
BE,Nace2008-9104101,"Gestion de jardins botaniques et zoologiques, des zoos pour enfants, des réserves et parcs naturels, y compris la protection de la flore et de la faune"
BE,Nace2008-91042,Gestion et conservation des sites naturels
BE,Nace2008-9104201,Conservation du patrimoine naturel
BE,Nace2008-9104202,Exploitation d'autres curiosités touristiques (grottes et similaires)
BE,Nace2008-92,Organisation de jeux de hasard et d'argent
BE,Nace2008-920,Organisation de jeux de hasard et d'argent
BE,Nace2008-9200,Organisation de jeux de hasard et d'argent
BE,Nace2008-92000,Organisation de jeux de hasard et d'argent
BE,Nace2008-9200001,"Organisation de loteries, lotos, pronostics,paris mutuels, etc."
BE,Nace2008-9200002,Exploitation de casinos et de salles de jeux
BE,Nace2008-9200003,Exploitation de machines à sous basées sur le hasard avec gain d'argent
BE,Nace2008-9200004,"Activités liées à la vente de billets de loterie, la distribution et la collecte de bulletins de participation, etc."
BE,Nace2008-93,"Activités sportives, récréatives et de loisirs"
BE,Nace2008-931,Activités liées au sport
BE,Nace2008-9311,Gestion d'installations sportives
BE,Nace2008-93110,Gestion d'installations sportives
BE,Nace2008-9311001,Gestion et exploitation de centres sportifs destinés à accueillir des événements ou des disciplines sportifs de toute nature
BE,Nace2008-9311002,"Gestion et exploitation de centres polyvalents, principalement destinés à la pratique du sport"
BE,Nace2008-9311011,"Exploitation de stades de football, piscines, stades d'athlétisme, établissements de bowling, terrains de golf, courts de tennis, patinoires, stands de tir, salles et arènes spécialisées, etc."
BE,Nace2008-9311012,Exploitation d'aérodromes de tourisme
BE,Nace2008-9311013,"Exploitation de viviers, hippodromes et manèges"
BE,Nace2008-9311014,"Exploitation de circuits automobiles, vélodromes, etc."
BE,Nace2008-9311021,"Organisation et gestion d'activités sportives: clubs de foot., de cyclisme, de bowling, de natation, de golf, de boxe, de lutte et autres arts martiaux, de musculation, assoc. de sports d'hiver, etc."
BE,Nace2008-9312,Activités de clubs de sports
BE,Nace2008-93121,Activités de clubs de football
BE,Nace2008-93122,Activités de clubs de tennis
BE,Nace2008-93123,Activités de clubs d'autres sports de ballon
BE,Nace2008-93124,Activités de clubs cyclistes
